

AAK;;;;;;;;;;
101.50;-0.50;-0.49%;102.05;101.40;"3648949
";;;;;
103.05;+1.55;+1.53%;103.25;101.10;"4020524
";;;;;
104.00;+0.95;+0.92%;104.15;102.70;"3377345
";;;;;
103.95;-0.05;-0.05%;104.80;103.40;"3043709
";;;;;
104.45;+0.50;+0.48%;105.70;103.55;"4362013
";;;;;
104.45;+0.50;+0.48%;105.70;103.55;"4362013
";;;;;
104.45;+0.50;+0.48%;105.70;103.55;"4362013
";;;;;




Handelsbanken-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
103.20;-1.40;-1.34%;105.00;102.80;"43538
";;;;;
103.80;+0.60;+0.58%;104.20;103.00;"39747
";;;;;
103.80;0.00;0.00%;104.60;103.80;"32324
";;;;;
104.40;+0.60;+0.58%;105.00;103.60;"29033
";;;;;
104.60;+0.20;+0.19%;105.80;104.20;"43410
";;;;;
104.60;+0.20;+0.19%;105.80;104.20;"43410
";;;;;
104.60;+0.20;+0.19%;105.80;104.20;"43410
";;;;;




Hemfosa-Fastigheter;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
79.95;+0.65;+0.82%;80.15;78.70;"882714
";;;;;
79.15;-0.80;-1.00%;80.10;78.80;"480981
";;;;;
79.65;+0.50;+0.63%;79.85;78.55;"620907
";;;;;
79.80;+0.15;+0.19%;80.80;79.35;"448511
";;;;;
79.90;+0.10;+0.12%;80.20;78.85;"394921
";;;;;
79.90;+0.10;+0.12%;80.20;78.85;"394921
";;;;;
79.90;+0.10;+0.12%;80.20;78.85;"394921
";;;;;




Hemfosa-Fastigheter-Pref;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
189.50;0.00;0.00%;191.00;188.50;"17021
";;;;;
186.50;-3.00;-1.58%;188.00;186.50;"46392
";;;;;
183.00;-3.50;-1.88%;187.00;183.00;"25666
";;;;;
182.00;-1.00;-0.55%;184.00;181.50;"19866
";;;;;
182.50;+0.50;+0.28%;183.50;181.50;"8626
";;;;;
182.50;+0.50;+0.28%;183.50;181.50;"8626
";;;;;
182.50;+0.50;+0.28%;183.50;181.50;"8626
";;;;;




Hexagon-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
513.20;-2.60;-0.50%;515.80;509.40;"645507
";;;;;
502.60;-10.60;-2.06%;511.80;502.60;"439832
";;;;;
505.00;+2.40;+0.48%;505.60;499.10;"620033
";;;;;
504.00;-1.00;-0.20%;509.20;503.80;"454919
";;;;;
509.40;+5.40;+1.07%;509.60;499.50;"646762
";;;;;
509.40;+5.40;+1.07%;509.60;499.50;"646762
";;;;;
509.40;+5.40;+1.07%;509.60;499.50;"646762
";;;;;




Hexpol-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
84.80;-0.90;-1.05%;85.75;84.30;"599979
";;;;;
84.15;-0.65;-0.77%;85.25;83.85;"499919
";;;;;
84.90;+0.75;+0.89%;84.90;84.10;"455553
";;;;;
84.70;-0.20;-0.24%;85.10;84.05;"377983
";;;;;
85.15;+0.45;+0.53%;85.45;84.30;"665267
";;;;;
85.15;+0.45;+0.53%;85.45;84.30;"665267
";;;;;
85.15;+0.45;+0.53%;85.45;84.30;"665267
";;;;;




Holmen-A;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
217.00;0.00;0.00%;220.00;217.00;"1381
";;;;;
216.00;-1.00;-0.46%;219.00;212.00;"898
";;;;;
228.00;+12.00;+5.56%;228.00;216.00;"2466
";;;;;
240.00;+12.00;+5.26%;260.00;221.00;"6506
";;;;;
228.00;-12.00;-5.00%;240.00;225.00;"1647
";;;;;
228.00;-12.00;-5.00%;240.00;225.00;"1647
";;;;;
228.00;-12.00;-5.00%;240.00;225.00;"1647
";;;;;




Holmen-B;;;;;;;;;;
